web-scraper-order,web-scraper-start-url,Telephone,Telephone-href,Etat_Telephone,Marque,RAM,Couleur,Stockage,Dimension_Ecran,Prix
"1739123780-1419","https://www.expat-dakar.com/telephones?page=59","Sony xz2 premium 64go
                                VenantSony
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 14:17
                                    
                    49 900 F Cfa
                        
                        763762042","https://www.expat-dakar.com/annonce/sony-xz2-premium-64go-6257765","Venant","Sony","4","","64","","49 900 F Cfa"
"1739123782-1420","https://www.expat-dakar.com/telephones?page=59","Huawei honor 50 256go ram8go
                                VenantHuawei
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 14:24
                                    
                    149 900 F Cfa
                        
                        763762042","https://www.expat-dakar.com/annonce/huawei-honor-50-256go-ram8go-6257772","Venant","Huawei","8","","256go","","149 900 F Cfa"
"1739123785-1421","https://www.expat-dakar.com/telephones?page=59","Samsung fold 5
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        16. janv., 14:37
                                    
                    570 000 F Cfa
                        
                        781575574","https://www.expat-dakar.com/annonce/samsung-fold-5-6257785","Neuf","Samsung","12","","256","7.0 Pouces","570 000 F Cfa"
"1739123788-1422","https://www.expat-dakar.com/telephones?page=59","Samsung galaxy Tab S7 128GB 8GB ram
                                VenantSamsung
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        16. janv., 22:33
                                    
                    285 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/samsung-galaxy-tab-s7-128gb-8gb-ram-6258055","Venant","Samsung","8GB","Noir","128GB","11.0 Pouces","285 000 F Cfa"
"1739123790-1423","https://www.expat-dakar.com/telephones?page=59","Samsung Galaxy Z Flip 6 512GB
                                NeufSamsung
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        16. janv., 23:31
                                    
                                            Vendeur vérifié
                                        
                    625 000 F Cfa
                        
                        776604525
                    
                        774011515
                    
                        338481010","https://www.expat-dakar.com/annonce/samsung-galaxy-z-flip-6-512gb-6154802","Neuf","Samsung","","White","512","","625 000 F Cfa"
"1739123793-1424","https://www.expat-dakar.com/telephones?page=59","Samsung Galaxy Z Flip 6 512GB
                                D'occasionSamsung
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        16. janv., 23:33
                                    
                                            Vendeur vérifié
                                        
            450 000 F Cfa
        
                    500 000 F Cfa
                        
            Économisez 10%
        
                        776604525
                    
                        774011515
                    
                        338481010","https://www.expat-dakar.com/annonce/samsung-galaxy-z-flip-6-512gb-6144736","D'occasion","Samsung","","Gris","512","","450 000 F Cfa
        
                    500 000 F Cfa
                        
            Économisez 10%"
"1739123800-1425","https://www.expat-dakar.com/telephones?page=59","IPHONE 15PLUS 256GO
                                VenantiPhone
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 03:16
                                    
                    550 000 F Cfa
                        
                        777759843
                    
                        775379512
                    
                        766428383","https://www.expat-dakar.com/annonce/iphone-15plus-256go-6258105","Venant","iPhone","","","256go","","550 000 F Cfa"
"1739123807-1426","https://www.expat-dakar.com/telephones?page=58","Iphone 16 pro max 1TB SIM
                                NeufiPhone
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        17. janv., 08:10
                                    
                                            Vendeur vérifié
                                        
                    1 249 000 F Cfa
                        
                        776604525
                    
                        774011515
                    
                        338481010","https://www.expat-dakar.com/annonce/iphone-16-pro-max-1tb-sim-6177795","Neuf","iPhone","","Desert titanium/naturel tutanium","1 TB","","1 249 000 F Cfa"
"1739123810-1427","https://www.expat-dakar.com/telephones?page=58","IPHONE 15PRO MAX 256GO
                                VenantiPhone
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 09:06
                                    
                    530 000 F Cfa
                        
                        777759843
                    
                        775379512
                    
                        766428383","https://www.expat-dakar.com/annonce/iphone-15pro-max-256go-6258362","Venant","iPhone","","","256go","","530 000 F Cfa"
"1739123812-1428","https://www.expat-dakar.com/telephones?page=58","IPHONE 14PRO MAX 512GO
                                VenantiPhone
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 09:08
                                    
                    420 000 F Cfa
                        
                        777759843
                    
                        775379512
                    
                        766428383","https://www.expat-dakar.com/annonce/iphone-14pro-max-512go-6258365","Venant","iPhone","","","512go","","420 000 F Cfa"
"1739123819-1429","https://www.expat-dakar.com/telephones?page=58","IPHONE 14PRO MAX 256GO
                                VenantiPhone
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 09:10
                                    
                    400 000 F Cfa
                        
                        777759843
                    
                        775379512
                    
                        766428383","https://www.expat-dakar.com/annonce/iphone-14pro-max-256go-6258372","Venant","iPhone","","","256go","","400 000 F Cfa"
"1739123822-1430","https://www.expat-dakar.com/telephones?page=58","IPHONE 14PLUS 256GO
                                VenantiPhone
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 09:12
                                    
                    300 000 F Cfa
                        
                        777759843
                    
                        775379512
                    
                        766428383","https://www.expat-dakar.com/annonce/iphone-14plus-256go-6258374","Venant","iPhone","","","256go","","300 000 F Cfa"
"1739123825-1431","https://www.expat-dakar.com/telephones?page=58","Samsung Galaxy A55 5G Noir 256Go
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. janv., 09:53
                                    
                    220 000 F Cfa
                        
                        771451901
                    
                        771451901","https://www.expat-dakar.com/annonce/samsung-galaxy-a55-5g-noir-256go-6258415","Neuf","Samsung","8","","256","","220 000 F Cfa"
"1739123827-1432","https://www.expat-dakar.com/telephones?page=58","Xiaomi Redmi 14c neuf 256go ram 8go
                                NeufXiaomi
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        17. janv., 10:20
                                    
                    85 000 F Cfa
                        
                        781012853","https://www.expat-dakar.com/annonce/xiaomi-redmi-14c-neuf-256go-ram-8go-6223918","Neuf","Xiaomi","8","Noir vert bleu","256","6.8 Pouces","85 000 F Cfa"
"1739123830-1433","https://www.expat-dakar.com/telephones?page=58","Hauwei mate TX
                                NeufHuawei
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        17. janv., 11:09
                                    
                    3 300 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/hauwei-mate-tx-6258503","Neuf","Huawei","16","Rouge noir etc …","1 tera","","3 300 000 F Cfa"
"1739123832-1434","https://www.expat-dakar.com/telephones?page=58","Hauwei mate X6
                                NeufHuawei
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        17. janv., 11:14
                                    
                    1 200 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/hauwei-mate-x6-6258520","Neuf","Huawei","16","Rouge noire etc…","512","10.1 Pouces","1 200 000 F Cfa"
"1739123839-1435","https://www.expat-dakar.com/telephones?page=58","iPhone 15pro 128Gb
                                VenantiPhone
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:35
                                    
                    520 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/iphone-15pro-128gb-6252744","Venant","iPhone","8","Blue","128","6.0 Pouces","520 000 F Cfa"
"1739123846-1436","https://www.expat-dakar.com/telephones?page=57","Oppo A80 5G 256Gb
                                NeufOppo
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:35
                                    
                    140 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/oppo-a80-5g-256gb-6236209","Neuf","Oppo","8","Noir","256","6.0 Pouces","140 000 F Cfa"
"1739123848-1437","https://www.expat-dakar.com/telephones?page=57","Huawei mate x3 512Gb
                                VenantHuawei
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:35
                                    
                    550 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/huawei-mate-x3-512gb-6231719","Venant","Huawei","12","Noir","512","6.0 Pouces","550 000 F Cfa"
"1739123851-1438","https://www.expat-dakar.com/telephones?page=57","Gloogle pixel 9 pro XL 256GB
                                NeufGoogle
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:36
                                    
                    730 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/gloogle-pixel-9-pro-xl-256gb-6244038","Neuf","Google","16","Noir blanc","256","6.0 Pouces","730 000 F Cfa"
"1739123855-1439","https://www.expat-dakar.com/telephones?page=57","Gloogle pixel 9 simple 256Gb
                                NeufGoogle
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:36
                                    
                    530 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/gloogle-pixel-9-simple-256gb-6244041","Neuf","Google","12","Noir blanc","256","6.0 Pouces","530 000 F Cfa"
"1739123860-1440","https://www.expat-dakar.com/telephones?page=57","Samsung galaxy S23 plus 256GB
                                VenantSamsung
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        17. janv., 11:37
                                    
                    300 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/samsung-galaxy-s23-plus-256gb-6245234","Venant","Samsung","8","Blanc","256","6.0 Pouces","300 000 F Cfa"
"1739123863-1441","https://www.expat-dakar.com/telephones?page=57","12 MINI 64 payable en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        18. janv., 11:23
                                    
                                            Vendeur vérifié
                                        
                    155 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/12-mini-64-payable-en-deux-tranches-6258562","Neuf","iPhone","","","","","155 000 F Cfa"
"1739123865-1442","https://www.expat-dakar.com/telephones?page=57","13 pro max 128GA payable en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 11:53
                                    
                                            Vendeur vérifié
                                        
                    375 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/13-pro-max-128ga-payable-en-deux-tranches-6258564","Neuf","iPhone","","","128","","375 000 F Cfa"
"1739123868-1443","https://www.expat-dakar.com/telephones?page=57","16 SIMPLE 128GA payable en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 11:54
                                    
                                            Vendeur vérifié
                                        
                    580 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/16-simple-128ga-payable-en-deux-tranches-6258568","Neuf","iPhone","","","128","","580 000 F Cfa"
"1739123871-1444","https://www.expat-dakar.com/telephones?page=57","XR 128 2 SIM payable en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 11:56
                                    
                                            Vendeur vérifié
                                        
                    130 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/xr-128-2-sim-payable-en-deux-tranches-6258571","Neuf","iPhone","","","128","","130 000 F Cfa"
"1739123873-1445","https://www.expat-dakar.com/telephones?page=57","xr 128 payable en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 11:58
                                    
                                            Vendeur vérifié
                                        
                    120 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/xr-128-payable-en-deux-tranches-6258573","Neuf","iPhone","","","128","","120 000 F Cfa"
"1739123883-1446","https://www.expat-dakar.com/telephones?page=56","XR 256 2 SIM paiement en deux tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 11:59
                                    
                                            Vendeur vérifié
                                        
                    145 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/xr-256-2-sim-paiement-en-deux-tranches-6258580","Neuf","iPhone","","","256","","145 000 F Cfa"
"1739123885-1447","https://www.expat-dakar.com/telephones?page=56","iPhone 16 pro max 1 tera
                                NeufiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        17. janv., 12:08
                                    
                    1 200 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-16-pro-max-1-tera-6258587","Neuf","iPhone","12","Derserd titanium grie titanium noir","1 Tera c 1000 giga","10.1 Pouces","1 200 000 F Cfa"
"1739123888-1448","https://www.expat-dakar.com/telephones?page=56","iPhone 16 pro max 256 go eSIM noir
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. janv., 12:36
                                    
                    825 000 F Cfa
                        
                        771994141","https://www.expat-dakar.com/annonce/iphone-16-pro-max-256-go-esim-noir-6255701","Neuf","iPhone","","","256","","825 000 F Cfa"
"1739123897-1449","https://www.expat-dakar.com/telephones?page=56","iPhone 15 simple en 2 tranches
                                NeufiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 12:46
                                    
                                            Vendeur vérifié
                                        
                    600 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/iphone-15-simple-en-2-tranches-6181771","Neuf","iPhone","","Pink","256","","600 000 F Cfa"
"1739123900-1450","https://www.expat-dakar.com/telephones?page=56","IPHONE XR  possibilité paiement deux tranches
                                VenantiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 12:47
                                    
                                            Vendeur vérifié
                                        
                    135 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/iphone-xr-possibilite-paiement-deux-tranches-6169831","Venant","iPhone","","","","","135 000 F Cfa"
"1739123903-1451","https://www.expat-dakar.com/telephones?page=56","iPhone 13 Pro Max possibilité paiement deux tranches
                                VenantiPhone
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        17. janv., 12:48
                                    
                                            Vendeur vérifié
                                        
                    425 000 F Cfa
                        
                        772343333","https://www.expat-dakar.com/annonce/iphone-13-pro-max-possibilite-paiement-deux-tranches-6169849","Venant","iPhone","","","","","425 000 F Cfa"
"1739123905-1452","https://www.expat-dakar.com/telephones?page=56","Fold 3 scellé
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. janv., 14:09
                                    
                    330 000 F Cfa
                        
                        781575574","https://www.expat-dakar.com/annonce/fold-3-scelle-6258771","Neuf","Samsung","12","","256","7.0 Pouces","330 000 F Cfa"
"1739123908-1453","https://www.expat-dakar.com/telephones?page=56","iPhone 16 simple
                                VenantiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        17. janv., 14:23
                                    
                    580 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-16-simple-6258786","Venant","iPhone","12","Pink noir vert bleu","128","1.7 Pouces","580 000 F Cfa"
"1739123920-1454","https://www.expat-dakar.com/telephones?page=56","S24 simple 128G
                                VenantSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 14:41
                                    
                    270 000 F Cfa
                        
                        775723147
                    
                        775723147","https://www.expat-dakar.com/annonce/s24-simple-128g-6258799","Venant","Samsung","","","","","270 000 F Cfa"
"1739123923-1455","https://www.expat-dakar.com/telephones?page=56","11 simple 64 go
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 15:37
                                    
            130 000 F Cfa
        
                    135 000 F Cfa
                        
            Économisez 3.7%
        
                        778281616","https://www.expat-dakar.com/annonce/11-simple-64-go-6084481","Venant","iPhone","","","64","","130 000 F Cfa
        
                    135 000 F Cfa
                        
            Économisez 3.7%"
"1739123929-1456","https://www.expat-dakar.com/telephones?page=55","iPhone 13 Pro 128go
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. janv., 15:42
                                    
                    280 000 F Cfa
                        
                        778281616","https://www.expat-dakar.com/annonce/iphone-13-pro-128go-6038381","Venant","iPhone","","","128","","280 000 F Cfa"
"1739123932-1457","https://www.expat-dakar.com/telephones?page=55","iPhone 16 plus
                                NeufiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        18. janv., 16:09
                                    
                    700 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-16-plus-6258887","Neuf","iPhone","12","Pink vert blanc nour","256","10.1 Pouces","700 000 F Cfa"
"1739123934-1458","https://www.expat-dakar.com/telephones?page=55","IPhone 13 mini
                                VenantiPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        17. janv., 18:36
                                    
                    210 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-13-mini-6258998","Venant","iPhone","4","Y","128 go","","210 000 F Cfa"
"1739123939-1459","https://www.expat-dakar.com/telephones?page=55","Samsung Galaxy fold 4 512go
                                VenantSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        17. janv., 23:59
                                    
                    380 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/samsung-galaxy-fold-4-512go-6252921","Venant","Samsung","12go","","512go","6.7 Pouces","380 000 F Cfa"
"1739123944-1460","https://www.expat-dakar.com/telephones?page=55","15pro 256G
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. janv., 01:42
                                    
                    520 000 F Cfa
                        
                        775723147
                    
                        775723147","https://www.expat-dakar.com/annonce/15pro-256g-6259097","Venant","iPhone","","","","","520 000 F Cfa"
"1739123947-1461","https://www.expat-dakar.com/telephones?page=55","iPhone 13 128 go
                                D'occasioniPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        24. janv., 15:06
                                    
                    210 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-13-128-go-6259231","D'occasion","iPhone","5","Bleue","128 go","5.0 Pouces","210 000 F Cfa"
"1739123949-1462","https://www.expat-dakar.com/telephones?page=55","Samsung note 10 plus 256go ram 12
                                VenantSamsung
                                                                                    Fass,
                                                                                Dakar
                                    
                                        18. janv., 09:54
                                    
                    150 000 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/samsung-note-10-plus-256go-ram-12-6259266","Venant","Samsung","12","","256","","150 000 F Cfa"
"1739123952-1463","https://www.expat-dakar.com/telephones?page=55","Téléphone Sony Xperia xz 64gb
                                VenantSony
                                                                                    Fass,
                                                                                Dakar
                                    
                                        18. janv., 10:04
                                    
                    54 900 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/telephone-sony-xperia-xz-64gb-6259281","Venant","Sony","","","64","","54 900 F Cfa"
"1739123955-1464","https://www.expat-dakar.com/telephones?page=55","Téléphone HUAWEI honor 8x 128gb
                                VenantHuawei
                                                                                    Fass,
                                                                                Dakar
                                    
                                        18. janv., 10:12
                                    
                    59 900 F Cfa
                        
                        778546592","https://www.expat-dakar.com/annonce/telephone-huawei-honor-8x-128gb-6259290","Venant","Huawei","6","","128","","59 900 F Cfa"
"1739123964-1465","https://www.expat-dakar.com/telephones?page=55","Huawei mate 50 pro 512GB 8GB ram 2sim
                                VenantHuawei
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        18. janv., 19:55
                                    
                    350 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/huawei-mate-50-pro-512gb-8gb-ram-2sim-6253715","Venant","Huawei","8GB","Noir","512GB","6.8 Pouces","350 000 F Cfa"
"1739123972-1466","https://www.expat-dakar.com/telephones?page=54","Samsung Z fold 4
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        18. janv., 12:10
                                    
                    415 000 F Cfa
                        
                        781575574","https://www.expat-dakar.com/annonce/samsung-z-fold-4-6259397","Neuf","Samsung","12","","256","7.0 Pouces","415 000 F Cfa"
"1739123975-1467","https://www.expat-dakar.com/telephones?page=54","Iphone 16 pro 256gb
                                VenantiPhone
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        18. janv., 12:25
                                    
                    649 900 F Cfa
                        
                        783219838
                    
                        338430060
                    
                        783219838","https://www.expat-dakar.com/annonce/iphone-16-pro-256gb-6259410","Venant","iPhone","8","Black","256","6.3 Pouces","649 900 F Cfa"
"1739123982-1468","https://www.expat-dakar.com/telephones?page=54","Note 20 ultra 256gb
                                VenantSamsung
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        18. janv., 12:31
                                    
                    220 000 F Cfa
                        
                        783219838
                    
                        338430060
                    
                        783219838","https://www.expat-dakar.com/annonce/note-20-ultra-256gb-6259416","Venant","Samsung","12","Bronze","256","6.9 Pouces","220 000 F Cfa"
"1739123985-1469","https://www.expat-dakar.com/telephones?page=54","Google pixel 7 pro 512Gb
                                VenantGoogle
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        18. janv., 12:57
                                    
                    259 000 F Cfa
                        
                        783219838
                    
                        338430060
                    
                        783219838","https://www.expat-dakar.com/annonce/google-pixel-7-pro-512gb-6259436","Venant","Google","12","Blanc / Noir","512","6.7 Pouces","259 000 F Cfa"
"1739123988-1470","https://www.expat-dakar.com/telephones?page=54","iPhone 16 pro max 256go E-sim
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        18. janv., 13:45
                                    
                    680 000 F Cfa
                        
                        776475336","https://www.expat-dakar.com/annonce/iphone-16-pro-max-256go-e-sim-6259420","Neuf","iPhone","12go","Desert","256go","6.7 Pouces","680 000 F Cfa"
"1739123991-1471","https://www.expat-dakar.com/telephones?page=54","Motorola E 16go
                                VenantMotorola
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        18. janv., 14:34
                                    
                    24 900 F Cfa
                        
                        763762042","https://www.expat-dakar.com/annonce/motorola-e-16go-6259494","Venant","Motorola","16","","2","","24 900 F Cfa"
"1739123995-1472","https://www.expat-dakar.com/telephones?page=54","iPhone 15 plus 256gb
                                VenantiPhone
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        18. janv., 15:43
                                    
                    520 000 F Cfa
                        
                        776124632
                    
                        779219949
                    
                        708908988","https://www.expat-dakar.com/annonce/iphone-15-plus-256gb-6259529","Venant","iPhone","8","Noir","256","6.0 Pouces","520 000 F Cfa"
"1739123998-1473","https://www.expat-dakar.com/telephones?page=54","Google pixel 4a128Go
                                VenantGoogle
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        18. janv., 15:56
                                    
                    100 000 F Cfa
                        
                        781669191
                    
                        781669191
                    
                        763459945","https://www.expat-dakar.com/annonce/google-pixel-4a128go-6256627","Venant","Google","6","Noir","128","","100 000 F Cfa"
"1739124001-1474","https://www.expat-dakar.com/telephones?page=54","Galaxy s22 plus 128 go
                                VenantSamsung
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        21. janv., 15:40
                                    
                    180 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/galaxy-s22-plus-128-go-6259240","Venant","Samsung","8","Ross gold","128 go","6.0 Pouces","180 000 F Cfa"
"1739124005-1475","https://www.expat-dakar.com/telephones?page=54","11Pro
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 10:13
                                    
                    165 000 F Cfa
                        
                        786328290","https://www.expat-dakar.com/annonce/11pro-6259724","Venant","iPhone","","","64GO","","165 000 F Cfa"
"1739124016-1476","https://www.expat-dakar.com/telephones?page=53","S24 ultra 512
                                VenantSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 10:13
                                    
                    540 000 F Cfa
                        
                        786328290","https://www.expat-dakar.com/annonce/s24-ultra-512-6259719","Venant","Samsung","12","Naturel","512","","540 000 F Cfa"
"1739124020-1477","https://www.expat-dakar.com/telephones?page=53","iPhone 13 Pro Max 1000 go
                                VenantiPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        19. janv., 10:54
                                    
                    430 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-13-pro-max-1000-go-6259738","Venant","iPhone","6","Gold","1000 go","6.0 Pouces","430 000 F Cfa"
"1739124023-1478","https://www.expat-dakar.com/telephones?page=53","Galaxy not 20 ultra 256 go
                                VenantSamsung
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        19. janv., 10:59
                                    
                    220 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/galaxy-not-20-ultra-256-go-6259741","Venant","Samsung","12","Good","256","5.0 Pouces","220 000 F Cfa"
"1739124026-1479","https://www.expat-dakar.com/telephones?page=53","11Simple
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. janv., 13:29
                                    
                    130 000 F Cfa
                        
                        786328290","https://www.expat-dakar.com/annonce/11simple-6259792","Venant","iPhone","","Blanc rouge mauve","64GB","","130 000 F Cfa"
